dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason
mimic,openalex_mimic_T_ml_top350.csv,109,Development and external validation of automated ICD-10 coding from discharge summaries using deep learning approaches,https://doi.org/10.1016/j.imu.2023.101227,T,0,False,CNN; DNN; Transformer,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,110,Dynamic Illness Severity Prediction via Multi-task RNNs for Intensive Care Unit,https://doi.org/10.1109/icdm.2018.00111,T,2,True,DNN; LSTM; RNN,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,111,Predicting Heart Failure Readmission from Clinical Notes Using Deep Learning,https://doi.org/10.1109/bibm47256.2019.8983095,T,0,False,CNN; DNN; Random Forest,Deep learning; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,112,Machine learning algorithm to predict mortality in Critically Ill Patients With Sepsis-Associated Acute Kidney Injury,https://doi.org/10.21203/rs.3.rs-2217757/v1,T,6,True,DNN; Gradient Boosting; Random Forest; XGBoost; LASSO; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Cox Proportional Hazards; Decision Tree,Deep learning; Kernel / instance-based; Linear / GLM; Other classical ML; Survival models; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,113,A machine learning-based prediction of hospital mortality in patients with postoperative sepsis,https://doi.org/10.21203/rs.2.24188/v1,T,4,True,Gradient Boosting; XGBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,114,Machine Learning-Based Prediction of ICU Readmissions in Intracerebral Hemorrhage Patients: Insights from the MIMIC Databases,https://doi.org/10.1101/2025.01.01.24319585,T,1,True,XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,115,A General Framework for Diagnosis Prediction via Incorporating Medical Code Descriptions,https://doi.org/10.1109/bibm.2018.8621395,T,0,False,CNN; RNN,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,116,Mortality prediction on unsupervised and semi-supervised clusters of medical intensive care unit patients based on MIMIC-II database,https://doi.org/10.1016/j.imu.2023.101264,T,1,True,DNN; Cox Proportional Hazards,Deep learning; Survival models,True,Cox Proportional Hazards,Survival models,True,ok
mimic,openalex_mimic_T_ml_top350.csv,117,Using Machine Learning Methods to Predict the Lactate Trend of Sepsis Patients in the ICU,https://doi.org/10.1007/978-3-031-59091-7_1,T,4,True,CNN; DNN; LSTM; Random Forest; Linear Regression; Logistic Regression; Naive Bayes; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Linear / GLM; Other classical ML; Probabilistic / statistical; Tree-based ensemble,True,Decision Tree,Other classical ML,True,ok
mimic,openalex_mimic_T_ml_top350.csv,118,Development and validation of a prognostic model for critically ill type 2 diabetes patients in ICU based on composite inflammatory indicators,https://doi.org/10.1038/s41598-025-87731-z,T,6,True,LASSO; Logistic Regression; Cox Proportional Hazards; Kaplan–Meier,Linear / GLM; Survival models,True,Cox Proportional Hazards,Survival models,True,ok
mimic,openalex_mimic_T_ml_top350.csv,119,Real‐Time System Prediction for Heart Rate Using Deep Learning and Stream Processing Platforms,https://doi.org/10.1155/2021/5535734,T,2,True,DNN; GRU; LSTM; RNN,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,120,Advancing Early Detection of Sepsis With Temporal Convolutional Networks Using ECG Signals,https://doi.org/10.1109/access.2023.3349242,T,3,True,DNN; TCN,Deep learning,True,TCN,Deep learning,True,ok
mimic,openalex_mimic_T_ml_top350.csv,121,Development and validation of the prediction model for mortality in patients with diabetic kidney disease in intensive care unit: a study based on medical information Mart for intensive care,https://doi.org/10.1080/0886022x.2023.2257808,T,4,True,Cox Proportional Hazards,Survival models,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,122,Prediction Models for One-Year Survival of Adult Patients with Acute Kidney Injury: A Longitudinal Study Based on the Data from the Medical Information Mart for Intensive Care III Database,https://doi.org/10.1155/2022/5902907,T,2,True,Random Forest; LASSO,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,123,"Patient trajectory prediction in the Mimic-III dataset, challenges and pitfalls",https://doi.org/10.48550/arxiv.1909.04605,T,1,True,DNN; GRU,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,124,Benchmark of Deep Learning Models on Large Healthcare MIMIC Datasets,https://doi.org/10.48550/arxiv.1710.08531,T,1,True,DNN; Ensemble,Deep learning; Ensemble / stacking,True,Ensemble,Ensemble / stacking,True,ok
mimic,openalex_mimic_T_ml_top350.csv,125,Acute Complication Prediction and Diagnosis Model CLSTM-BPR: A Fusion Method of Time Series Deep Learning and Bayesian Personalized Ranking,https://doi.org/10.26599/tst.2023.9010103,T,1,True,DNN,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,126,Evaluation of domain generalization and adaptation on improving model robustness to temporal dataset shift in clinical medicine,https://doi.org/10.1038/s41598-022-06484-1,T,4,True,DNN; Transformer; Logistic Regression,Deep learning; Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,127,Forecasting Mortality Risk for Patients Admitted to Intensive Care Units Using Machine Learning,https://doi.org/10.1016/j.procs.2018.10.313,T,1,True,DNN; Gradient Boosting,Deep learning; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,128,An awakening in medicine: the partnership of humanity and intelligent machines,https://doi.org/10.1016/s2589-7500(19)30127-x,T,2,True,,,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,129,Unsupervised Characterization of Temporal Dataset Shifts as an Early Indicator of AI Performance Variations: Evaluation Study Using the Medical Information Mart for Intensive Care-IV Dataset (Preprint),https://doi.org/10.2196/preprints.78309,T,2,True,Gradient Boosting; Random Forest,Tree-based ensemble,True,Gradient Boosting,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,130,Relationship between urine output and in-hospital mortality among patients with acute exacerbation of chronic obstructive pulmonary disease: A cohort study based on the Medical Information Mart for Intensive Care IV database,https://doi.org/10.1177/00368504251387235,T,3,True,Cox Proportional Hazards; Kaplan–Meier,Survival models,True,Cox Proportional Hazards,Survival models,True,ok
mimic,openalex_mimic_T_ml_top350.csv,131,Development of a Nomogram to Predict 28-Day Mortality of Patients With Sepsis-Induced Coagulopathy: An Analysis of the MIMIC-III Database,https://doi.org/10.3389/fmed.2021.661710,T,6,True,Transformer; Random Forest; XGBoost; Logistic Regression; Support Vector Machine; Kaplan–Meier,Deep learning; Kernel / instance-based; Linear / GLM; Survival models; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,132,A Machine Learning Pipeline Using KNIME to Predict Hospital Admission in the MIMIC-IV Database,https://doi.org/10.1109/iisa59645.2023.10345903,T,0,False,Gradient Boosting; Decision Tree,Other classical ML; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,133,Development and Internal Validation of a Nomogram to Predict Mortality During the ICU Stay of Thoracic Fracture Patients Without Neurological Compromise: An Analysis of the MIMIC-III Clinical Database,https://doi.org/10.3389/fpubh.2021.818439,T,8,True,DNN; LASSO; Logistic Regression; Ensemble,Deep learning; Ensemble / stacking; Linear / GLM,True,LASSO,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,134,Abstract 10932: Prediction of 30-Day Hospital Readmission in High-Risk Atherosclerotic Cardiovascular Disease Patients Using Machine Learning Methods on Electronic Health Record Data from Medical Information Mart for Intensive Care-3 Database,https://doi.org/10.1161/circ.144.suppl_1.10932,T,2,True,Random Forest,Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,135,INTERPRETABLE MACHINE LEARNING FOR PREDICTING RISK OF INVASIVE FUNGAL INFECTION IN CRITICALLY ILL PATIENTS IN THE INTENSIVE CARE UNIT: A RETROSPECTIVE COHORT STUDY BASED ON MIMIC-IV DATABASE,https://doi.org/10.1097/shk.0000000000002312,T,1,True,Random Forest; LASSO,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,136,[Predictive value of machine learning for in-hospital mortality for trauma-induced acute respiratory distress syndrome patients: an analysis using the data from MIMIC III].,https://doi.org/10.3760/cma.j.cn121430-20211117-01741,T,0,False,XGBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,137,Development and Comparative Analysis of an Early Prediction Model for Acute Kidney Injury within 72-Hours Post-ICU Admission Using Evidence from the MIMIC-III Database,https://doi.org/10.24976/discov.med.202335177.61,T,1,True,Gradient Boosting; XGBoost; LASSO,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,138,Development and validation of a predictive model for continuous renal replacement therapy in sepsis patients using the MIMIC-IV database,https://doi.org/10.1038/s41598-025-07647-6,T,6,True,LASSO; Logistic Regression,Linear / GLM,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,139,A predictive model for sepsis risk in patients with non-traumatic cerebral hemorrhage based on the MIMIC-IV database,https://doi.org/10.1038/s41598-025-10119-6,T,2,True,RNN; LASSO; Logistic Regression,Deep learning; Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,140,A New Insight Into Missing Data in Intensive Care Unit Patient Profiles: Observational Study,https://doi.org/10.2196/11605,T,7,True,Random Forest; LASSO; Logistic Regression; Mixed-Effects Model; Ensemble; Decision Tree,Ensemble / stacking; Linear / GLM; Other classical ML; Probabilistic / statistical; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,141,Criticality of Nursing Care for Patients With Alzheimer’s Disease in the ICU: Insights From MIMIC III Dataset,https://doi.org/10.1177/10547738241273158,T,2,True,MLP; Random Forest; XGBoost; Logistic Regression,Deep learning; Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,142,Predicting the Mortality of ICU Patients by Topic Model with Machine-Learning Techniques,https://doi.org/10.3390/healthcare10061087,T,0,False,Gradient Boosting; Random Forest; Logistic Regression,Linear / GLM; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,143,Comparison of machine learning algorithms to SAPS II in predicting in-hospital mortality of fractures of the pelvis and acetabulum: analyzes based on MIMIC-III database,https://doi.org/10.1080/26895293.2022.2125448,T,0,False,Random Forest; Logistic Regression; Support Vector Machine; Decision Tree,Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,144,Application of Machine Learning to Predict Acute Kidney Disease in Patients With Sepsis Associated Acute Kidney Injury,https://doi.org/10.3389/fmed.2021.792974,T,7,True,LSTM; RNN; Gradient Boosting; Random Forest; XGBoost; LASSO; Linear Regression; Logistic Regression; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Linear / GLM; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,145,Automated Mortality Prediction in Critically-ill Patients with Thrombosis using Machine Learning,https://doi.org/10.1109/bibe50027.2020.00048,T,1,True,Random Forest,Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,146,Secure and privacy-preserving automated machine learning operations into end-to-end integrated IoT-edge-artificial intelligence-blockchain monitoring system for diabetes mellitus prediction,https://doi.org/10.1016/j.csbj.2023.11.038,T,0,False,Random Forest; Logistic Regression; Support Vector Machine,Kernel / instance-based; Linear / GLM; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,147,MGP-AttTCN: An interpretable machine learning model for the prediction of sepsis,https://doi.org/10.1371/journal.pone.0251248,T,0,False,DNN; TCN; Transformer,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,148,Mortality Prediction in ICU Patients Using Machine Learning Models,https://doi.org/10.1109/ibcast51254.2021.9393012,T,0,False,Logistic Regression; Support Vector Machine,Kernel / instance-based; Linear / GLM,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,149,Patients’ Disease Risk Predictive Modeling using MIMIC Data,https://doi.org/10.1016/j.procs.2020.02.271,T,1,True,DNN,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,150,Deep learning model for personalized prediction of positive MRSA culture using time-series electronic health records,https://doi.org/10.1038/s41467-024-46211-0,T,9,True,DNN; GRU; RNN; LightGBM; Logistic Regression; Cox Proportional Hazards; Ensemble,Deep learning; Ensemble / stacking; Linear / GLM; Survival models; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,151,Risk factors for the development of sepsis in patients with cirrhosis in intensive care units,https://doi.org/10.1111/cts.13549,T,0,False,LASSO; Logistic Regression,Linear / GLM,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,152,DEVELOPMENT OF A MACHINE LEARNING MODEL FOR PREDICTING 28-DAY MORTALITY OF SEPTIC PATIENTS WITH ATRIAL FIBRILLATION,https://doi.org/10.1097/shk.0000000000002078,T,1,True,AdaBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,True,AdaBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,153,Feature Robustness in Non-stationary Health Records: Caveats to Deployable Model Performance in Common Clinical Machine Learning Tasks,https://doi.org/10.48550/arxiv.1908.00690,T,1,True,Random Forest,Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,154,A Machine Learning Approach for the Prediction of Traumatic Brain Injury Induced Coagulopathy,https://doi.org/10.3389/fmed.2021.792689,T,5,True,Gradient Boosting; Random Forest; XGBoost,Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,155,Multitask multilayer-prediction model for predicting mechanical ventilation and the associated mortality rate,https://doi.org/10.1007/s00521-024-10468-9,T,10,True,DNN; LSTM; MLP; Random Forest; XGBoost; Linear Regression; Logistic Regression; Support Vector Machine,Deep learning; Kernel / instance-based; Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,156,Risk markers by sex for in-hospital mortality in patients with acute coronary syndrome: A machine learning approach,https://doi.org/10.1016/j.imu.2021.100791,T,0,False,Gradient Boosting; XGBoost,Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,157,Machine learning‐based mortality prediction in hip fracture patients using biomarkers,https://doi.org/10.1002/jor.25675,T,0,False,LightGBM,Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,158,Improving predictions: Enhancing in-hospital mortality forecast for ICU patients with sepsis-induced coagulopathy using a stacking ensemble model,https://doi.org/10.1097/md.0000000000037634,T,1,True,Ensemble,Ensemble / stacking,True,Ensemble,Ensemble / stacking,True,ok
mimic,openalex_mimic_T_ml_top350.csv,159,Early Sepsis Detection using Machine Learning and Neural Networks,https://doi.org/10.1109/gcat52182.2021.9587778,T,0,False,Autoencoder; DNN; Random Forest; XGBoost,Deep learning; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,160,Prognostic Utility of Platelet-to-Albumin Ratio among Critically Ill Patients with Colorectal Cancer: A Propensity Score Matching Study,https://doi.org/10.1155/2022/6107997,T,1,True,LASSO; Support Vector Machine; Cox Proportional Hazards,Kernel / instance-based; Linear / GLM; Survival models,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,161,Feature Robustness in Non-stationary Health Records: Caveats to Deployable Model Performance in Common Clinical Machine Learning Tasks,nan,T,1,True,Random Forest,Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,162,Multitask Recalibrated Aggregation Network for Medical Code Prediction,https://doi.org/10.1007/978-3-030-86514-6_23,T,1,True,CNN; DNN; GRU; Graph neural network; LSTM; RNN; Transformer; Support Vector Machine; k-Nearest Neighbors,Deep learning; Kernel / instance-based,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,163,"Machine Learning-Based Pre-Diagnosis Tools in Emergency Departments: Predicting Hospitalization, Mortality and Triage Acuity",https://doi.org/10.1109/scc59637.2023.10527491,T,0,False,Random Forest; Logistic Regression; Decision Tree,Linear / GLM; Other classical ML; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,164,Development and validation of an explainable machine learning model for predicting prognosis in sepsis patients with a history of cancer who were admitted to the intensive care unit,https://doi.org/10.1177/03000605251362991,T,1,True,Gradient Boosting; Random Forest; XGBoost,Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,165,Bi-directional Estimation of Infant Heart and Respiration Rates Using Machine Learning Algorithms,https://doi.org/10.1109/iscc61673.2024.10733722,T,0,False,CNN; GRU; LSTM; MLP; Gradient Boosting; XGBoost,Deep learning; Tree-based ensemble,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,166,Association between prognosis and calcium trajectories in patients with spinal cord injury based on MIMIC-IV data,https://doi.org/10.1038/s41598-025-22280-z,T,13,True,Cox Proportional Hazards; Kaplan–Meier,Survival models,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,167,Recurrent Neural Networks for Multivariate Time Series with Missing Values,https://doi.org/10.1038/s41598-018-24271-9,T,7,True,DNN; GRU; LSTM; RNN; TCN; Gradient Boosting; Random Forest; Logistic Regression; Support Vector Machine; k-Nearest Neighbors,Deep learning; Kernel / instance-based; Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,168,Recurrent Neural Networks for Multivariate Time Series with Missing Values,https://doi.org/10.48550/arxiv.1606.01865,T,2,True,DNN; GRU; RNN,Deep learning,True,GRU,Deep learning,True,ok
mimic,openalex_mimic_T_ml_top350.csv,169,Deployable Machine Learning on MIMIC-IV: Leakage-Safe Prediction and Calibration for Incident Diabetes,https://doi.org/10.3390/electronics14224415,T,3,True,Random Forest; Logistic Regression,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,170,Heatmaps for Visual Explainability of CNN-Based Predictions for Multivariate Time Series with Application to Healthcare,https://doi.org/10.1109/ichi48887.2020.9374393,T,2,True,CNN,Deep learning,True,CNN,Deep learning,True,ok
mimic,openalex_mimic_T_ml_top350.csv,171,In-Advance Prediction of Pressure Ulcers via Deep-Learning-Based Robust Missing Value Imputation on Real-Time Intensive Care Variables,https://doi.org/10.3390/jcm13010036,T,2,True,DNN; GRU; RNN,Deep learning,True,GRU,Deep learning,True,ok
mimic,openalex_mimic_T_ml_top350.csv,172,LiSep LSTM: A Machine Learning Algorithm for Early Detection of Septic Shock,https://doi.org/10.1038/s41598-019-51219-4,T,6,True,DNN; LSTM; RNN; Cox Proportional Hazards,Deep learning; Survival models,True,LSTM,Deep learning,True,ok
mimic,openalex_mimic_T_ml_top350.csv,173,Interpretable Predictions of Clinical Outcomes with An Attention-based Recurrent Neural Network,https://doi.org/10.1145/3107411.3107445,T,1,True,DNN; GRU; RNN; Transformer,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,174,Development and validation of a cardiac surgery-associated acute kidney injury prediction model using the MIMIC-IV database,https://doi.org/10.1371/journal.pone.0325151,T,10,True,Transformer; Random Forest; LASSO; Logistic Regression,Deep learning; Linear / GLM; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,175,A novel machine learning model to predict respiratory failure and invasive mechanical ventilation in critically ill patients suffering from COVID-19,https://doi.org/10.1038/s41598-022-14758-x,T,9,True,CNN; DNN; LSTM; Gradient Boosting; Random Forest; XGBoost; Logistic Regression; Support Vector Machine; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,176,Early Prediction of Acute Kidney Injury in Critical Care Setting Using Clinical Notes and Structured Multivariate Physiological Measurements,https://doi.org/10.3233/shti190245,T,1,True,DNN,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,177,Privacy-Preserving Collective Learning With Homomorphic Encryption,https://doi.org/10.1109/access.2021.3114581,T,1,True,DNN; LSTM; Logistic Regression,Deep learning; Linear / GLM,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,178,A Supervised Explainable Machine Learning Model for Perioperative Neurocognitive Disorder in Liver-Transplantation Patients and External Validation on the Medical Information Mart for Intensive Care IV Database: Retrospective Study (Preprint),https://doi.org/10.2196/preprints.55046,T,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,179,Semi‐supervised joint learning for longitudinal clinical events classification using neural network models,https://doi.org/10.1002/sta4.305,T,1,True,DNN,Deep learning,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,180,Predicting ICU Pressure Injuries with Historical Data: A Multivariate Time Series Approach,https://doi.org/10.1109/ickg59574.2023.00018,T,1,True,LSTM,Deep learning,True,LSTM,Deep learning,True,ok
mimic,openalex_mimic_T_ml_top350.csv,181,Association between hemoglobin glycation index and mortality in surgical ICU patients,https://doi.org/10.1038/s41598-025-21524-2,T,11,True,MLP; CatBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; Elastic Net; LASSO; Linear Regression; Logistic Regression; Ridge Regression; Support Vector Machine; k-Nearest Neighbors; Cox Proportional Hazards; Kaplan–Meier; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Survival models; Tree-based ensemble,True,CatBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,182,Atrial Fibrillation Detection During Sepsis: Study on MIMIC III ICU Data,https://doi.org/10.1109/jbhi.2020.2995139,T,0,False,,,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,183,Benchmarking PySyft Federated Learning Framework on MIMIC-III Dataset,https://doi.org/10.1109/access.2021.3105929,T,0,False,Federated Learning,Other classical ML,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,184,Large Language Models and Artificial Neural Networks for Assessing 1-Year Mortality in Patients With Myocardial Infarction: Analysis From the Medical Information Mart for Intensive Care IV (MIMIC-IV) Database,https://doi.org/10.2196/67253,T,7,True,DNN; GRU; Transformer; Gradient Boosting; Logistic Regression; Cox Proportional Hazards; Kaplan–Meier; Reinforcement Learning,Deep learning; Linear / GLM; Other classical ML; Survival models; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,185,CHARACTERIZATION OF MORTALITY PREDICTION: AN ENSEMBLE LEARNING ANALYSIS USING THE MIMIC-III DATASET,https://doi.org/10.59313/jsr-a.1348833,T,2,True,DNN; Random Forest; XGBoost; Ensemble; Reinforcement Learning,Deep learning; Ensemble / stacking; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,186,XGBoost-Based Prediction of ICU Mortality in Sepsis-Associated Acute Kidney Injury Patients Using MIMIC-IV Database with Validation from eICU Database,https://doi.org/10.1101/2025.02.24.25322816,T,2,True,Gradient Boosting; XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,187,Enhancing ICD-9 Code Prediction with BERT: A Multi-Label Classification Approach Using MIMIC-III Clinical Data,https://doi.org/10.1109/iotais64014.2024.10799258,T,0,False,CNN; Transformer,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,188,Predicting Post-Procedural Complications Using Neural Networks on MIMIC-III Data,https://doi.org/10.31390/gradschool_theses.4840,T,0,False,,,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,189,Explainable AI for Event and Anomaly Detection and Classification in Healthcare Monitoring Systems,https://doi.org/10.1109/jiot.2023.3296809,T,0,False,Autoencoder,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,190,Enhancing ICD-9 Code Prediction with BERT: A Multi-Label Classification Approach Using MIMIC-III Clinical Data,https://doi.org/10.1109/dese63988.2024.10912048,T,0,False,CNN; Transformer,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,191,Machine Learning-Based Prediction of ICU Mortality in Sepsis-Associated Acute Kidney Injury Patients Using MIMIC-IV Database with Validation from eICU Database,https://doi.org/10.48550/arxiv.2502.17978,T,1,True,Gradient Boosting; XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
mimic,openalex_mimic_T_ml_top350.csv,192,An explainable machine learning framework for lung cancer hospital length of stay prediction,https://doi.org/10.1038/s41598-021-04608-7,T,6,True,DNN; LSTM; Random Forest; XGBoost; Logistic Regression; Ensemble,Deep learning; Ensemble / stacking; Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,193,Blood pressure stratification using photoplethysmography and light gradient boosting machine,https://doi.org/10.3389/fphys.2023.1072273,T,5,True,CNN; DNN; Transformer; AdaBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; k-Nearest Neighbors; Decision Tree,Deep learning; Kernel / instance-based; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,194,Practical Considerations and Applied Examples of Cross-Validation for Model Development and Evaluation in Health Care: Tutorial,https://doi.org/10.2196/49023,T,1,True,Random Forest; Logistic Regression; Ensemble,Ensemble / stacking; Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
mimic,openalex_mimic_T_ml_top350.csv,195,Automated ICD-9 Coding via A Deep Learning Approach,https://doi.org/10.1109/tcbb.2018.2817488,T,0,False,CNN; DNN; Support Vector Machine,Deep learning; Kernel / instance-based,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,196,Improved Hierarchical Patient Classification with Language Model Pretraining over Clinical Notes,https://doi.org/10.48550/arxiv.1909.03039,T,0,False,RNN,Deep learning,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,197,Construction and Evaluation of a Sepsis Risk Prediction Model for Urinary Tract Infection,https://doi.org/10.3389/fmed.2021.671184,T,5,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
mimic,openalex_mimic_T_ml_top350.csv,198,Development and Validation of a Machine Learning Predictive Model for Cardiac Surgery-Associated Acute Kidney Injury,https://doi.org/10.3390/jcm12031166,T,0,False,,,False,,,False,not_included_any
mimic,openalex_mimic_T_ml_top350.csv,199,Supervised Machine Learning for the Early Prediction of Acute Respiratory Distress Syndrome (ARDS),https://doi.org/10.1101/2020.03.19.20038364,T,2,True,Gradient Boosting; XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
